provider_id,hospital_name,street_address,po_box,city,state,zip_code,county,fips,rural_urban,total_general_bed_count,total_general_annual_occupancy_rate,total_general_number_of_empty_beds,intensive_care_bed_count,intensive_care_annual_occupancy_rate,intensive_care_number_of_empty_beds,total_population,population_60_or_older,percent_of_population_60_or_older
110029,NORTHEAST GEORGIA MEDICAL CENTER,743 SPRING STREET NE,,GAINESVILLE,GA,30501-3715,HALL,13139,urban,545.0,89.14,59.0,85.0,81.22,15.0,195961,38253,19.52
500024,PROVIDENCE ST. PETER HOSPITAL,413 LILLY ROAD,,OLYMPIA,WA,98506,THURSTON,53067,urban,304.0,89.06,33.0,42.0,83.76,6.0,274684,62673,22.82
500108,ST JOSEPH MEDICAL CENTER,1717 SOUTH J STREET,,TACOMA,WA,98405,PIERCE,53053,urban,357.0,88.94,39.0,77.0,79.51,15.0,859840,163682,19.04
500079,GOOD SAMARITAN HOSPITAL,407TH 14TH AVENUE SE,,PUYALLUP,WA,98371,PIERCE,53053,urban,262.0,88.83,29.0,14.0,91.35,1.0,859840,163682,19.04
380102,SHMC-RIVERBEND,3333 RIVERBEND DRIVE,,SPRINGFIELD,OR,97477-,LANE,41039,urban,383.0,88.79,42.0,46.0,78.25,10.0,368882,93383,25.32
320001,UNIVERSITY OF NEW MEXICO HOSPITAL,2211 LOMAS BLVD.  NE,,ALBUQUERQUE,NM,87106-2745,BERNALILLO,35001,urban,472.0,88.7,53.0,,,,677692,145554,21.48
490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DR,,VIRGINIA BEACH,VA,23456-0178,VIRGINIA BEACH CITY,51810,urban,174.0,88.57,19.0,16.0,79.11,3.0,450135,84443,18.76
340030,DUKE UNIVERSITY HOSPITAL,610 DOUGLAS STREET,3088,DURHAM,NC,27710-,DURHAM,37063,urban,958.0,88.55,109.0,48.0,60.09,19.0,306457,54280,17.71
140088,UNIVERSITY OF CHICAGO HOSPITALS,5841 SOUTH MARYLAND AVENUE,,CHICAGO,IL,60637,COOK,17031,urban,666.0,88.51,76.0,79.0,83.63,12.0,5223719,1026327,19.65
060075,VALLEY VIEW HOSPITAL,1906 BLAKE,,GLENWOOD SPRINGS,CO,81601-,GARFIELD,08045,rural,41.0,88.42,4.0,5.0,78.25,1.0,58538,10747,18.36
100223,FORT WALTON BEACH MEDICAL CTR,1000 MAR-WALT DRIVE,,FORT WALTON BEACH,FL,32547,OKALOOSA,12091,urban,189.0,88.38,21.0,23.0,94.59,1.0,200737,42874,21.36
140208,ADVOCATE CHRIST HOSPITAL,4440 WEST 95TH STREET,,OAK LAWN,IL,60453-,COOK,17031,urban,705.0,88.34,82.0,123.0,74.66,31.0,5223719,1026327,19.65
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVENUE,,HACKENSACK,NJ,07601,BERGEN,34003,urban,687.0,88.1,81.0,35.0,55.96,15.0,929999,214801,23.1
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,,ROCHESTER,NY,14621,MONROE,36055,urban,470.0,88.0,56.0,16.0,61.22,6.0,744248,170710,22.94
450675,MEDICAL CITY ARLINGTON,3301 MATLOCK ROAD,,ARLINGTON,TX,76015,TARRANT,48439,urban,283.0,87.96,34.0,45.0,73.78,11.0,2019977,320578,15.87
050300,ST. MARY MEDICAL CENTER,18300 HIGHWAY 18,P.O. BOX 7025,APPLE VALLEY,CA,92307,SAN BERNARDINO,06071,urban,212.0,87.87,25.0,20.0,91.18,1.0,2135413,341948,16.01
670047,HOSPITALS OF PROVIDENCE EAST CAMPUS,3280 JOE BATTLE BLVD.,,EL PASO,TX,79938,EL PASO,48141,urban,182.0,87.84,22.0,24.0,88.5,2.0,837654,136598,16.31
220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,,BOSTON,MA,02114,SUFFOLK,25025,urban,987.0,87.71,121.0,20.0,82.08,3.0,791766,129585,16.37
440110,FORT LOUDOUN MEDICAL CENTER,550 FORT LOUDOUN MEDICAL CENTER DR,,LENOIR CITY,TN,37772-1965,LOUDON,47105,urban,30.0,87.62,3.0,5.0,79.95,1.0,51610,17260,33.44
180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,,PIKEVILLE,KY,41501,PIKE,21195,rural,268.0,87.29,34.0,70.0,71.05,20.0,60483,14464,23.91
110015,TANNER MEDICAL CENTER-VILLA RICA,601 DALLAS ROAD,,VILLA RICA,GA,30180-,CARROLL,13045,urban,40.0,87.17,5.0,6.0,76.67,1.0,116022,21430,18.47
490043,INOVA LOUDOUN HOSPITAL CENTER,44045 RIVERSIDE PARKWAY,,LEESBURG,VA,20176-,LOUDOUN,51107,urban,145.0,87.07,18.0,23.0,43.94,12.0,385143,50032,12.99
380009,OHSU HOSPITAL AND CLINICS,3181 SAM JACKSON PARK ROAD,,PORTLAND,OR,97239,MULTNOMAH,41051,urban,559.0,86.96,72.0,79.0,79.78,15.0,798647,147508,18.47
500005,VIRGINIA MASON MEDICAL CENTER,925 SENECA STREET,1930,SEATTLE,WA,98111-,KING,53033,urban,211.0,86.94,27.0,28.0,66.72,9.0,2163257,399243,18.46
490050,VIRGINIA HOSPITAL CENTER ARLINGTON,1701 GEORGE MASON DR.,,ARLINGTON,VA,22205,ARLINGTON,51013,urban,305.0,86.92,39.0,32.0,50.26,15.0,231803,33969,14.65
340061,UNIVERSITY OF NORTH CAROLINA HOSP.,101 MANNING DRIVE,,CHAPEL HILL,NC,27514,ORANGE,37135,urban,803.0,86.9,105.0,,,,142938,27242,19.06
110035,KENNESTONE HOSPITAL,677 CHURCH STREET,,MARIETTA,GA,30060-,COBB,13067,urban,642.0,86.85,84.0,55.0,92.28,4.0,745057,125128,16.79
110091,PIEDMONT ROCKDALE HOSPITAL,1412 MILSTEAD AVENUE  NE,,CONYERS,GA,30012,ROCKDALE,13247,urban,141.0,86.84,18.0,16.0,58.48,6.0,89011,17794,19.99
490046,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,,NORFOLK,VA,23502,NORFOLK CITY,51710,urban,247.0,86.84,32.0,20.0,77.85,4.0,245592,37996,15.47
110215,PIEDMONT FAYETTE HOSPITAL INC.,1255 HIGHWAY 54 WEST,,FAYETTEVILLE,GA,30214-4526,F,13113,urban,248.0,86.82,32.0,57.0,74.46,14.0,111369,26494,23.79
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON STREET,,NAPERVILLE,IL,60540-7499,DUPAGE,17043,urban,298.0,86.53,40.0,25.0,65.13,8.0,931743,195042,20.93
240106,REGIONS HOSPITAL,640 N JACKSON STREET,,ST PAUL,MN,55101,RAMSEY,27123,urban,430.0,86.51,58.0,16.0,87.09,2.0,541493,106074,19.59
100113,UF HEALTH SHANDS,1600 ARCHER RD,100336,GAINESVILLE,FL,32610,ALACHUA,12001,urban,929.0,86.37,126.0,58.0,85.19,8.0,263148,49396,18.77
220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,,SOUTH WEYMOUTH,MA,02360,NORFOLK,25021,urban,392.0,86.3,53.0,34.0,60.18,13.0,698249,158739,22.73
330056,THE BROOKLYN HOSPITAL CENTER,121 DEKALB AVENUE,,BROOKLYN,NY,11201,KINGS,36047,urban,272.0,86.28,37.0,12.0,205.21,-13.0,2600747,482522,18.55
060024,UNIVERSITY OF CO HOSPITAL,12606 E 16TH AVENUE,,AURORA,CO,80045,ADAMS,08001,urban,645.0,86.26,88.0,101.0,86.84,13.0,497115,72226,14.53
330393,STONY BROOK UNIVERSITY HOSPITAL,NICOLLS ROAD,,STONY BROOK,NY,11794-9112,SUFFOLK,36103,urban,657.0,86.25,90.0,70.0,82.25,12.0,1487901,335142,22.52
100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,,SPRING HILL,FL,34613-,HERNANDO,12053,urban,280.0,86.18,38.0,24.0,96.4,0.0,182696,63500,34.76
090011,WASHINGTON HOSPITAL CENTER,110 IRVING STREET  NW,,WASHINGTON,DC,20010-,DC,11001,urban,701.0,86.16,97.0,37.0,55.71,16.0,684498,115176,16.83
450015,DALLAS CO. HOSP. DIST.,5200 HARRY HINES BLVD,,DALLAS,TX,75235,DALLAS,48113,urban,773.0,86.16,106.0,35.0,89.03,3.0,2586552,390214,15.09
490032,VCU HEALTH SYSTEM MCV HOSPITAL,1250 EAST MARSHALL STREET,980152,RICHMOND,VA,23298-,RICHMOND CITY,51760,urban,714.0,86.14,99.0,27.0,90.21,2.0,223787,41250,18.43
420007,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,,SPARTANBURG,SC,29303-,SPARTANBURG,45083,urban,493.0,86.09,68.0,19.0,65.09,6.0,302195,65848,21.79
330101,NEW YORK PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,,NEW YORK,NY,10065,NEW YORK,36061,urban,2231.0,86.08,310.0,193.0,63.93,69.0,1632480,348073,21.32
050115,PALOMAR MEDICAL CENTER ESCONDIDO,555 EAST VALLEY PARKWAY,,ESCONDIDO,CA,92025-2762,SAN DIEGO,06073,urban,286.0,85.99,40.0,48.0,57.03,20.0,3302833,623249,18.87
670102,AD HOSPITAL EAST LLC,12950 EAST FWY,,HOUSTON,TX,77015,HARRIS,48201,urban,4.0,85.96,0.0,,,,4602523,680268,14.78
090004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR ROAD  NW,,WASHINGTON,DC,20007,DC,11001,urban,393.0,85.74,56.0,19.0,79.31,3.0,684498,115176,16.83
420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY NORTH,,MYRTLE BEACH,SC,29572,HORRY,45051,urban,325.0,85.66,46.0,56.0,78.75,11.0,320915,96807,30.17
260048,TRUMAN MED CTR HOSPITAL HILL,2301 HOLMES STREET,,KANSAS CITY,MO,64108,JACKSON,29095,urban,235.0,85.64,33.0,41.0,86.15,5.0,692003,140364,20.28
290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,,LAS VEGAS,NV,89106,LAS VEGAS,32003,urban,274.0,85.61,39.0,20.0,99.56,0.0,2141574,421842,19.7
200039,MAINEGENERAL MEDICAL CENTER,35 MEDICAL CENTER PARKWAY,,AUGUSTA,ME,04330,KENNEBEC,23011,rural,172.0,85.5,24.0,16.0,35.96,10.0,121545,32116,26.42
100204,NORTH FLORIDA REGIONAL MED CTR,6500 NEWBERRY ROAD,,GAINESVILLE,FL,32605,ALACHUA,12001,urban,381.0,85.47,55.0,,,,263148,49396,18.77
050025,UCSD MEDICAL CENTER,200 W. ARBOR DRIVE,,SAN DIEGO,CA,92103,SAN DIEGO,06073,urban,668.0,85.44,97.0,,,,3302833,623249,18.87
390223,PRESBYTERIAN MEDICAL CENTER,39TH & MARKET STREETS,,PHILADELPHIA,PA,19104-,PHILADELPHIA,42101,urban,315.0,85.29,46.0,43.0,85.33,6.0,1575522,294538,18.69
450809,NORTH AUSTIN MEDICAL CENTER,12221 NORTH MOPAC EXPRESSWAY,,AUSTIN,TX,78758-,TRAVIS,48453,urban,377.0,85.27,55.0,24.0,76.96,5.0,1203166,168027,13.97
050464,DOCTORS MEDICAL CENTER OF MODESTO,1441 FLORIDA AVENUE,,MODESTO,CA,95350,STANISLAUS,06099,urban,380.0,85.19,56.0,22.0,80.26,4.0,539301,94740,17.57
050599,UC DAVIS MEDICAL CENTER,2315 STOCKTON BLVD,,SACRAMENTO,CA,95817,SACRAMENTO,06067,urban,598.0,85.19,88.0,34.0,89.23,3.0,1510023,290033,19.21
110164,COLISEUM MEDICAL CENTERS,350 HOSPITAL DRIVE,,MACON,GA,31203,BIBB,13021,urban,179.0,85.15,26.0,28.0,91.53,2.0,153490,32662,21.28
050125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 NORTH JACKSON AVENUE,,SAN JOSE,CA,95116,SANTA CLARA,06085,urban,258.0,85.1,38.0,34.0,103.68,-2.0,1922200,348486,18.13
460009,U OF U HOSPITALS & CLINICS,50 NORTH MEDICAL DRIVE,,SALT LAKE CITY,UT,84132,SALT LAKE COUNTY,49035,urban,522.0,85.06,78.0,38.0,74.02,9.0,1120805,170489,15.21
210044,GREATER BALTIMORE MEDICAL CENTER,6701 NORTH CHARLES STREET,,BALTIMORE,MD,21204,BALTIMORE COUNTY,24005,urban,269.0,85.04,40.0,24.0,63.98,8.0,827625,190376,23.0
210009,THE JOHNS HOPKINS HOSPITAL,1800 ORLEANS ST,,BALTIMORE,MD,21287,BALTIMORE CITY,24510,urban,1003.0,85.03,150.0,66.0,83.25,11.0,614700,117938,19.19
100289,CCF HOSPITAL - WESTON,3100 WESTON ROAD,,WESTON,FL,33331-,BROWARD,12011,urban,167.0,85.03,25.0,29.0,86.92,3.0,1909151,420270,22.01
110128,MEADOWS REGIONAL MEDICAL CENTER,1 MEADOWS PARKWAY,,VIDALIA,GA,30474-,TOOMBS,13279,rural,52.0,85.01,7.0,8.0,62.95,2.0,27048,6014,22.23
230273,DETROIT RECEIVING HOSPITAL,4201 ST. ANTOINE,,DETROIT,MI,48201,WAYNE,26163,urban,195.0,84.96,29.0,28.0,58.92,11.0,1761382,369772,20.99
450124,DELL SETON MEDICAL CENTER AT THE UNI,1500 RED RIVER ST,,AUSTIN,TX,78701-,TRAVIS,48453,urban,213.0,84.96,32.0,60.0,90.11,5.0,1203166,168027,13.97
260105,SSM SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,,ST. LOUIS,MO,63110,ST LOUIS CITY,29510,urban,288.0,84.95,43.0,79.0,71.52,22.0,311273,59381,19.08
370114,ST. JOHN MEDICAL CENTER,1923 SOUTH UTICA AVENUE,,TULSA,OK,74104,TULSA,40143,urban,495.0,84.75,75.0,63.0,80.3,12.0,642781,124229,19.33
050222,SHARP CHULA VISTA MEDICAL CTR,751 MEDICAL CENTER COURT,,CHULA VISTA,CA,91911-,SAN DIEGO,06073,urban,243.0,84.72,37.0,35.0,52.15,16.0,3302833,623249,18.87
230046,UNIV OF MI HOSPITALS & HLTH CTRS,2301 COMMONWEALTH BLVD,,ANN ARBOR,MI,48105-1500,WASHTENAW,26161,urban,931.0,84.56,143.0,20.0,82.45,3.0,365961,67919,18.56
220031,BOSTON MEDICAL CENTER,1 BOSTON MEDICAL CENTER PLACE,,BOSTON,MA,02118,SUFFORK,25025,urban,432.0,84.56,66.0,71.0,82.27,12.0,791766,129585,16.37
390256,MILTON S. HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,,HERSHEY,PA,17033,DAUPHIN,42043,urban,548.0,84.54,84.0,16.0,89.74,1.0,274515,63014,22.95
050704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BOULEVARD,,PANORAMA CITY,CA,91402,LOS ANGELES,06037,urban,145.0,84.48,22.0,10.0,78.25,2.0,10098052,1847041,18.29
340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE,2000,FAYETTEVILLE,NC,28302,CUMBERLAND,37051,urban,580.0,84.48,90.0,48.0,68.99,14.0,332106,53131,16.0
330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,,NEW YORK,NY,10016,NEW YORK,36061,urban,1010.0,84.44,157.0,163.0,36.31,104.0,1632480,348073,21.32
360242,ARTHUR G JAMES CANCER HOSPITAL,460 WEST 10TH AVENUE,,COLUMBUS,OH,43210-1240,FRANKLIN,39049,urban,344.0,84.41,53.0,44.0,71.67,12.0,1275333,213918,16.77
330195,LONG ISLAND JEWISH MEDICAL CENTER,275-05 76TH STREET,,NEW HYDE PARK,NY,11040,QUEENS,36081,urban,1186.0,84.35,185.0,53.0,86.0,7.0,2298513,478116,20.8
