area_title,total_businesses,total_employees,industry_code,industry_title,size_title,disclosure_warning,businesses,total_qtrly_wages,employees,avg_annual_wage
US,10128767,145906375,321,Wood product manufacturing,All establishment sizes,FALSE,14849,4749653464,403817,47047.58
US,10128767,145906375,322,Paper manufacturing,All establishment sizes,FALSE,5385,6657768422,365095,72942.86
US,10128767,145906375,323,Printing and related support activities,All establishment sizes,FALSE,28205,5422519546,427528,50733.66
US,10128767,145906375,324,Petroleum and coal products manufacturing,All establishment sizes,TRUE,2324,3982898142,110889,143671.1
US,10128767,145906375,325,Chemical manufacturing,All establishment sizes,FALSE,19134,25756992427,844002,122070.72
US,10128767,145906375,326,Plastics and rubber products manufacturing,All establishment sizes,TRUE,13229,10155742317,732394,55466.01
US,10128767,145906375,327,Nonmetallic mineral product manufacturing,All establishment sizes,TRUE,16613,6085184620,409195,59484.45
US,10128767,145906375,331,Primary metal manufacturing,All establishment sizes,FALSE,5445,7223155215,389016,74271.03
US,10128767,145906375,332,Fabricated metal product manufacturing,All establishment sizes,TRUE,58543,21840413073,1489875,58636.9
US,10128767,145906375,333,Machinery manufacturing,All establishment sizes,FALSE,30778,21899615946,1128234,77642.13
US,10128767,145906375,334,Computer and electronic product manufacturing,All establishment sizes,TRUE,20555,34732252685,1066345,130285.24
US,10128767,145906375,335,Electrical equipment and appliance mfg.,All establishment sizes,TRUE,8278,7207970543,402349,71658.83
US,10128767,145906375,336,Transportation equipment manufacturing,All establishment sizes,TRUE,15188,36978011901,1776767,83247.87
US,10128767,145906375,337,Furniture and related product manufacturing,All establishment sizes,FALSE,17745,4508158100,388121,46461.41
US,10128767,145906375,339,Miscellaneous manufacturing,All establishment sizes,FALSE,32902,11127056281,611389,72798.58
US,10128767,145906375,423,"Merchant wholesalers, durable goods",All establishment sizes,FALSE,299029,65975918915,3170482,83237.72
US,10128767,145906375,424,"Merchant wholesalers, nondurable goods",All establishment sizes,TRUE,167251,42320253368,2140676,79078.29
US,10128767,145906375,425,Electronic markets and agents and brokers,All establishment sizes,TRUE,148095,14038517053,525539,106850.43
US,10128767,145906375,441,Motor vehicle and parts dealers,All establishment sizes,FALSE,117586,24982674257,2006397,49806.05
US,10128767,145906375,442,Furniture and home furnishings stores,All establishment sizes,FALSE,47172,4396746848,472322,37235.16
US,10128767,145906375,443,Electronics and appliance stores,All establishment sizes,FALSE,44513,6153686150,480272,51251.68
US,10128767,145906375,444,Building material and garden supply stores,All establishment sizes,FALSE,69004,11222621258,1256116,35737.52
US,10128767,145906375,445,Food and beverage stores,All establishment sizes,FALSE,146207,19604050574,3066674,25570.44
US,10128767,145906375,446,Health and personal care stores,All establishment sizes,TRUE,110637,10784297576,1047391,41185.37
US,10128767,145906375,447,Gasoline stations,All establishment sizes,TRUE,106249,5244642184,925042,22678.5
US,10128767,145906375,448,Clothing and clothing accessories stores,All establishment sizes,FALSE,121962,7672732613,1303502,23544.98
US,10128767,145906375,451,"Sports, hobby, music instrument, book stores",All establishment sizes,TRUE,48854,3017094539,547848,22028.7
US,10128767,145906375,452,General merchandise stores,All establishment sizes,FALSE,64744,19257638083,3044551,25301.12
US,10128767,145906375,453,Miscellaneous store retailers,All establishment sizes,TRUE,112370,5685865475,820447,27720.82
US,10128767,145906375,454,Nonstore retailers,All establishment sizes,TRUE,54166,10388783470,564084,73668.34
US,10128767,145906375,481,Air transportation,All establishment sizes,TRUE,5946,13059944202,497464,105012.18
US,10128767,145906375,482,Rail transportation,All establishment sizes,TRUE,112,6608841,437,60539
US,10128767,145906375,483,Water transportation,All establishment sizes,FALSE,2092,1640771094,64714,101417.29
US,10128767,145906375,484,Truck transportation,All establishment sizes,TRUE,138533,19772393107,1498237,52788.43
US,10128767,145906375,485,Transit and ground passenger transportation,All establishment sizes,FALSE,22362,10150119270,762268,53262.76
US,10128767,145906375,486,Pipeline transportation,All establishment sizes,FALSE,3148,2337218647,51294,182259.4
US,10128767,145906375,487,Scenic and sightseeing transportation,All establishment sizes,FALSE,3347,247221850,27742,35645.43
US,10128767,145906375,488,Support activities for transportation,All establishment sizes,FALSE,48374,12506933420,812582,61566.41
US,10128767,145906375,491,Postal service,All establishment sizes,FALSE,30065,8834701668,611506,57789.76
US,10128767,145906375,492,Couriers and messengers,All establishment sizes,TRUE,17846,8879602602,782948,45364.97
US,10128767,145906375,493,Warehousing and storage,All establishment sizes,FALSE,18758,12727831980,1192415,42695.99
US,10128767,145906375,511,"Publishing industries, except internet",All establishment sizes,TRUE,52543,26219087501,747397,140322.21
US,10128767,145906375,512,Motion picture and sound recording industries,All establishment sizes,FALSE,32340,7605179583,433092,70240.78
US,10128767,145906375,515,"Broadcasting, except internet",All establishment sizes,FALSE,9580,7728433474,269019,114912.68
US,10128767,145906375,517,Telecommunications,All establishment sizes,TRUE,34795,20376460051,727176,112085.49
US,10128767,145906375,518,"Data processing, hosting and related services",All establishment sizes,FALSE,25329,11823513746,338732,139621
US,10128767,145906375,519,Other information services,All establishment sizes,FALSE,30984,19713451923,457976,172179.03
US,10128767,145906375,521,Monetary authorities - central bank,All establishment sizes,FALSE,451,608799342,19770,123174.32
US,10128767,145906375,522,Credit intermediation and related activities,All establishment sizes,FALSE,180889,74150971148,2645911,112098.95
US,10128767,145906375,523,"Securities, commodity contracts, investments",All establishment sizes,TRUE,113432,81529284460,938809,347373.13
US,10128767,145906375,524,Insurance carriers and related activities,All establishment sizes,FALSE,195587,66470848794,2389313,111280.25
US,10128767,145906375,525,"Funds, trusts, and other financial vehicles",All establishment sizes,TRUE,5560,754065366,16264,185456.31
US,10128767,145906375,531,Real estate,All establishment sizes,FALSE,353748,28057480091,1683034,66683.08
US,10128767,145906375,532,Rental and leasing services,All establishment sizes,FALSE,55171,8063762386,557873,57817.94
US,10128767,145906375,533,Lessors of nonfinancial intangible assets,All establishment sizes,FALSE,3229,688326851,22744,121058.2
US,10128767,145906375,541,Professional and technical services,All establishment sizes,FALSE,1251309,241370262481,9546722,101132.21
US,10128767,145906375,551,Management of companies and enterprises,All establishment sizes,FALSE,68656,93318599013,2392172,156039.95
US,10128767,145906375,561,Administrative and support services,All establishment sizes,FALSE,532256,91006517053,8582425,42415.29
US,10128767,145906375,562,Waste management and remediation services,All establishment sizes,FALSE,30480,7180256499,461973,62170.4
US,10128767,145906375,611,Educational services,All establishment sizes,FALSE,199606,166591571343,13144098,50697
US,10128767,145906375,621,Ambulatory health care services,All establishment sizes,FALSE,613137,118186463650,7729032,61164.95
US,10128767,145906375,622,Hospitals,All establishment sizes,FALSE,13530,106867661041,6502363,65740.82
US,10128767,145906375,623,Nursing and residential care facilities,All establishment sizes,FALSE,84453,29546033689,3536233,33420.92
US,10128767,145906375,624,Social assistance,All establishment sizes,FALSE,923217,27014391180,4186957,25808.14
US,10128767,145906375,711,Performing arts and spectator sports,All establishment sizes,FALSE,59619,9673712866,480588,80515.59
US,10128767,145906375,712,"Museums, historical sites, zoos, and parks",All establishment sizes,FALSE,8911,2262727914,224406,40332.75
US,10128767,145906375,713,"Amusements, gambling, and recreation",All establishment sizes,FALSE,89016,11243862681,1822945,24671.86
US,10128767,145906375,721,Accommodation,All establishment sizes,FALSE,71970,17712717925,2073715,34166.15
US,10128767,145906375,722,Food services and drinking places,All establishment sizes,FALSE,648729,57937704085,11691048,19822.93
US,10128767,145906375,811,Repair and maintenance,All establishment sizes,FALSE,230658,15417089813,1339957,46022.64
US,10128767,145906375,812,Personal and laundry services,All establishment sizes,FALSE,227718,10642362478,1503952,28305.05
US,10128767,145906375,813,Membership associations and organizations,All establishment sizes,FALSE,150340,16533349205,1379380,47944.3
US,10128767,145906375,814,Private households,All establishment sizes,FALSE,245920,1906996065,282291,27021.67
US,10128767,145906375,921,"Executive, legislative and general government",All establishment sizes,FALSE,44566,41773040228,2996244,55767.21
US,10128767,145906375,922,"Justice, public order, and safety activities",All establishment sizes,FALSE,31145,35070774226,1918729,73112.51
US,10128767,145906375,923,Administration of human resource programs,All establishment sizes,FALSE,15129,13026220785,797878,65304.3
US,10128767,145906375,924,Administration of environmental programs,All establishment sizes,FALSE,16544,5263593514,314550,66934.83
US,10128767,145906375,925,Community and housing program administration,All establishment sizes,FALSE,4349,1519703725,98528,61696.53
US,10128767,145906375,926,Administration of economic programs,All establishment sizes,FALSE,21809,11258068891,604026,74553.54
US,10128767,145906375,927,Space research and technology,All establishment sizes,TRUE,95,566422777,17101,132491.39
US,10128767,145906375,928,National security and international affairs,All establishment sizes,TRUE,2954,12365349422,589512,83902.23
US,10128767,145906375,999,Unclassified,All establishment sizes,FALSE,154097,1807744084,129939,55649.15
US,10128767,145906375,111,Crop production,Fewer than 5 employees per establishment,FALSE,30384,434506074,52912,32847.24
US,10128767,145906375,111,Crop production,5 to 9 employees per establishment,FALSE,8630,403397186,53162,30352.49
US,10128767,145906375,111,Crop production,10 to 19 employees per establishment,FALSE,4529,457792774,57124,32056.07
US,10128767,145906375,111,Crop production,20 to 49 employees per establishment,FALSE,2799,669720367,78690,34043.62
US,10128767,145906375,111,Crop production,50 to 99 employees per establishment,FALSE,852,482607342,54546,35391.07
US,10128767,145906375,111,Crop production,100 to 249 employees per establishment,FALSE,516,629012865,71797,35043.8
US,10128767,145906375,111,Crop production,250 to 499 employees per establishment,FALSE,116,287860367,36798,31291.15
US,10128767,145906375,111,Crop production,500 to 999 employees per establishment,FALSE,28,136462155,18224,29952.19
US,10128767,145906375,111,Crop production,1000 or more employees per establishment,FALSE,21,228107231,33342,27365.75
US,10128767,145906375,112,Animal production and aquaculture,Fewer than 5 employees per establishment,FALSE,14254,229683767,27205,33770.4
US,10128767,145906375,112,Animal production and aquaculture,5 to 9 employees per establishment,FALSE,5457,282626929,35527,31821.09
US,10128767,145906375,112,Animal production and aquaculture,10 to 19 employees per establishment,FALSE,3707,435872098,49497,35224.36
US,10128767,145906375,112,Animal production and aquaculture,20 to 49 employees per establishment,FALSE,2206,650157551,65641,39618.99
US,10128767,145906375,112,Animal production and aquaculture,50 to 99 employees per establishment,FALSE,520,377882541,35221,42915.19
US,10128767,145906375,112,Animal production and aquaculture,100 to 249 employees per establishment,FALSE,217,343690947,31336,43872.17
US,10128767,145906375,112,Animal production and aquaculture,250 to 499 employees per establishment,TRUE,23,,,
US,10128767,145906375,112,Animal production and aquaculture,500 to 999 employees per establishment,FALSE,7,54442185,4541,47956.12
US,10128767,145906375,112,Animal production and aquaculture,1000 or more employees per establishment,TRUE,2,,,
US,10128767,145906375,113,Forestry and logging,Fewer than 5 employees per establishment,FALSE,5700,87538164,9601,36471.7
US,10128767,145906375,113,Forestry and logging,5 to 9 employees per establishment,FALSE,1954,135351449,12929,41876.38
US,10128767,145906375,113,Forestry and logging,10 to 19 employees per establishment,FALSE,974,151802939,12920,46996.6
US,10128767,145906375,113,Forestry and logging,20 to 49 employees per establishment,FALSE,447,162084023,12556,51634.19
US,10128767,145906375,113,Forestry and logging,50 to 99 employees per establishment,TRUE,54,,,
US,10128767,145906375,113,Forestry and logging,100 to 249 employees per establishment,TRUE,6,,,
US,10128767,145906375,114,"Fishing, hunting and trapping",Fewer than 5 employees per establishment,TRUE,2278,,,
US,10128767,145906375,114,"Fishing, hunting and trapping",5 to 9 employees per establishment,FALSE,231,29087111,1367,85133.01
US,10128767,145906375,114,"Fishing, hunting and trapping",10 to 19 employees per establishment,FALSE,66,10284627,848,48531.47
US,10128767,145906375,114,"Fishing, hunting and trapping",20 to 49 employees per establishment,FALSE,42,19254115,1229,62665.96
US,10128767,145906375,114,"Fishing, hunting and trapping",50 to 99 employees per establishment,TRUE,11,,,
US,10128767,145906375,114,"Fishing, hunting and trapping",100 to 249 employees per establishment,TRUE,3,,,
US,10128767,145906375,114,"Fishing, hunting and trapping",250 to 499 employees per establishment,TRUE,1,,,
US,10128767,145906375,115,Agriculture and forestry support activities,Fewer than 5 employees per establishment,TRUE,12646,,,
US,10128767,145906375,115,Agriculture and forestry support activities,5 to 9 employees per establishment,FALSE,3093,196290285,20633,38053.66
US,10128767,145906375,115,Agriculture and forestry support activities,10 to 19 employees per establishment,FALSE,1810,259720690,25377,40937.97
US,10128767,145906375,115,Agriculture and forestry support activities,20 to 49 employees per establishment,FALSE,1362,404308408,44026,36733.6
US,10128767,145906375,115,Agriculture and forestry support activities,50 to 99 employees per establishment,FALSE,598,368258360,41257,35703.55
US,10128767,145906375,115,Agriculture and forestry support activities,100 to 249 employees per establishment,FALSE,433,519582401,66394,31302.97
US,10128767,145906375,115,Agriculture and forestry support activities,250 to 499 employees per establishment,FALSE,134,317208334,44212,28698.85
US,10128767,145906375,115,Agriculture and forestry support activities,500 to 999 employees per establishment,FALSE,64,302357355,40988,29507.15
US,10128767,145906375,115,Agriculture and forestry support activities,1000 or more employees per establishment,TRUE,20,,,
US,10128767,145906375,211,Oil and gas extraction,Fewer than 5 employees per establishment,FALSE,4321,286036766,7283,157105.51
US,10128767,145906375,211,Oil and gas extraction,5 to 9 employees per establishment,FALSE,1012,185977990,6669,111553.33
US,10128767,145906375,211,Oil and gas extraction,10 to 19 employees per establishment,FALSE,700,351554489,9388,149794.19
US,10128767,145906375,211,Oil and gas extraction,20 to 49 employees per establishment,FALSE,613,806366030,19109,168792.93
US,10128767,145906375,211,Oil and gas extraction,50 to 99 employees per establishment,FALSE,248,875413734,16803,208394.63
US,10128767,145906375,211,Oil and gas extraction,100 to 249 employees per establishment,FALSE,136,1405460493,21548,260898.55
US,10128767,145906375,211,Oil and gas extraction,250 to 499 employees per establishment,FALSE,58,1404538240,20519,273802.47
US,10128767,145906375,211,Oil and gas extraction,500 to 999 employees per establishment,FALSE,24,1507779912,17770,339405.33
US,10128767,145906375,211,Oil and gas extraction,1000 or more employees per establishment,FALSE,16,1978862408,23740,333422.48
US,10128767,145906375,212,"Mining, except oil and gas",Fewer than 5 employees per establishment,FALSE,2708,79960999,4784,66861.68
US,10128767,145906375,212,"Mining, except oil and gas",5 to 9 employees per establishment,FALSE,1263,111612272,8292,53840.94
US,10128767,145906375,212,"Mining, except oil and gas",10 to 19 employees per establishment,FALSE,1324,280455990,17698,63387.05
US,10128767,145906375,212,"Mining, except oil and gas",20 to 49 employees per establishment,FALSE,1060,535701876,31751,67487.17
US,10128767,145906375,212,"Mining, except oil and gas",50 to 99 employees per establishment,FALSE,353,492207649,23793,82749.47
US,10128767,145906375,212,"Mining, except oil and gas",100 to 249 employees per establishment,FALSE,211,704618041,31913,88317.37
US,10128767,145906375,212,"Mining, except oil and gas",250 to 499 employees per establishment,FALSE,91,797877846,31505,101302.81
US,10128767,145906375,212,"Mining, except oil and gas",500 to 999 employees per establishment,FALSE,29,484145358,18795,103037.05
US,10128767,145906375,212,"Mining, except oil and gas",1000 or more employees per establishment,FALSE,12,511212263,18554,110208.71
US,10128767,145906375,213,Support activities for mining,Fewer than 5 employees per establishment,FALSE,10237,295149685,14900,79233.04
US,10128767,145906375,213,Support activities for mining,5 to 9 employees per establishment,FALSE,2424,317038676,16346,77583.54
US,10128767,145906375,213,Support activities for mining,10 to 19 employees per establishment,FALSE,2144,601021301,29509,81468.64
US,10128767,145906375,213,Support activities for mining,20 to 49 employees per establishment,FALSE,2121,1492348512,65346,91350.1
US,10128767,145906375,213,Support activities for mining,50 to 99 employees per establishment,FALSE,841,1273783303,57650,88380.97
US,10128767,145906375,213,Support activities for mining,100 to 249 employees per establishment,FALSE,480,1838734629,73139,100561.1
US,10128767,145906375,213,Support activities for mining,250 to 499 employees per establishment,FALSE,147,1537057728,50656,121373.01
US,10128767,145906375,213,Support activities for mining,500 to 999 employees per establishment,FALSE,40,809783552,27825,116409.54
US,10128767,145906375,213,Support activities for mining,1000 or more employees per establishment,FALSE,11,374545495,16839,88972.72
US,10128767,145906375,221,Utilities,Fewer than 5 employees per establishment,FALSE,8191,351391516,14978,93844.13
US,10128767,145906375,221,Utilities,5 to 9 employees per establishment,FALSE,3002,474408666,19836,95664.59
US,10128767,145906375,221,Utilities,10 to 19 employees per establishment,FALSE,2571,947341083,35379,107108.74
US,10128767,145906375,221,Utilities,20 to 49 employees per establishment,FALSE,2711,2500710257,84515,118355.34
US,10128767,145906375,221,Utilities,50 to 99 employees per establishment,FALSE,1250,2611585493,86096,121333.18
US,10128767,145906375,221,Utilities,100 to 249 employees per establishment,FALSE,661,3254008741,99687,130569.03
US,10128767,145906375,221,Utilities,250 to 499 employees per establishment,FALSE,198,2566815475,68098,150771.12
US,10128767,145906375,221,Utilities,500 to 999 employees per establishment,FALSE,101,3063837742,69140,177253.28
US,10128767,145906375,221,Utilities,1000 or more employees per establishment,FALSE,40,3042492803,70257,173221.59
US,10128767,145906375,236,Construction of buildings,Fewer than 5 employees per establishment,FALSE,185149,2768935660,256572,43168.11
US,10128767,145906375,236,Construction of buildings,5 to 9 employees per establishment,FALSE,33044,2586927830,210737,49102.49
US,10128767,145906375,236,Construction of buildings,10 to 19 employees per establishment,FALSE,17789,3354609783,234293,57272.04
US,10128767,145906375,236,Construction of buildings,20 to 49 employees per establishment,FALSE,10454,5329104649,307301,69366.5
US,10128767,145906375,236,Construction of buildings,50 to 99 employees per establishment,FALSE,2807,3873724549,187429,82670.76
US,10128767,145906375,236,Construction of buildings,100 to 249 employees per establishment,FALSE,1326,4602885045,194746,94541.14
US,10128767,145906375,236,Construction of buildings,250 to 499 employees per establishment,FALSE,301,2605790456,101339,102854.4
US,10128767,145906375,236,Construction of buildings,500 to 999 employees per establishment,FALSE,93,1591236476,63670,99967.74
US,10128767,145906375,236,Construction of buildings,1000 or more employees per establishment,FALSE,27,1182556794,42240,111985.43
US,10128767,145906375,237,Heavy and civil engineering construction,Fewer than 5 employees per establishment,FALSE,27484,634990577,40022,63464.68
US,10128767,145906375,237,Heavy and civil engineering construction,5 to 9 employees per establishment,FALSE,7650,743561141,49967,59524.18
US,10128767,145906375,237,Heavy and civil engineering construction,10 to 19 employees per establishment,FALSE,6211,1302839957,83133,62686.77
US,10128767,145906375,237,Heavy and civil engineering construction,20 to 49 employees per establishment,FALSE,5811,2976027493,175945,67658.26
US,10128767,145906375,237,Heavy and civil engineering construction,50 to 99 employees per establishment,FALSE,2303,2893977454,154409,74969.3
US,10128767,145906375,237,Heavy and civil engineering construction,100 to 249 employees per establishment,FALSE,1502,4240046687,219562,77245.43
US,10128767,145906375,237,Heavy and civil engineering construction,250 to 499 employees per establishment,FALSE,345,2333310259,111630,83608.72
US,10128767,145906375,237,Heavy and civil engineering construction,500 to 999 employees per establishment,FALSE,114,1546643608,71929,86009.46
US,10128767,145906375,237,Heavy and civil engineering construction,1000 or more employees per establishment,FALSE,33,1427825099,64381,88710.96
US,10128767,145906375,238,Specialty trade contractors,Fewer than 5 employees per establishment,FALSE,331914,4970757526,510795,38925.66
US,10128767,145906375,238,Specialty trade contractors,5 to 9 employees per establishment,FALSE,84480,5924610288,543451,43607.32
US,10128767,145906375,238,Specialty trade contractors,10 to 19 employees per establishment,FALSE,52785,8739570007,700430,49909.74
US,10128767,145906375,238,Specialty trade contractors,20 to 49 employees per establishment,FALSE,33909,14228373161,1005574,56598.03
US,10128767,145906375,238,Specialty trade contractors,50 to 99 employees per establishment,FALSE,9702,10294940443,653563,63008.13
US,10128767,145906375,238,Specialty trade contractors,100 to 249 employees per establishment,FALSE,4301,10568146214,617124,68499.34
US,10128767,145906375,238,Specialty trade contractors,250 to 499 employees per establishment,FALSE,780,4760804891,256027,74379.63
US,10128767,145906375,238,Specialty trade contractors,500 to 999 employees per establishment,FALSE,210,2668979924,134562,79338.3
US,10128767,145906375,238,Specialty trade contractors,1000 or more employees per establishment,FALSE,47,1424921017,75363,75629.41
US,10128767,145906375,311,Food manufacturing,Fewer than 5 employees per establishment,FALSE,13198,259813338,24582,42277.58
US,10128767,145906375,311,Food manufacturing,5 to 9 employees per establishment,FALSE,5844,287207045,39207,29301.36
US,10128767,145906375,311,Food manufacturing,10 to 19 employees per establishment,FALSE,5215,571821364,71061,32187.63
US,10128767,145906375,311,Food manufacturing,20 to 49 employees per establishment,FALSE,4654,1520993422,143048,42531.09
US,10128767,145906375,311,Food manufacturing,50 to 99 employees per establishment,FALSE,2099,1863111255,147321,50586.33
US,10128767,145906375,311,Food manufacturing,100 to 249 employees per establishment,FALSE,1984,4291397780,310000,55372.87
US,10128767,145906375,311,Food manufacturing,250 to 499 employees per establishment,FALSE,863,4047430886,297766,54370.56
US,10128767,145906375,311,Food manufacturing,500 to 999 employees per establishment,FALSE,393,3360643933,264846,50756.13
US,10128767,145906375,311,Food manufacturing,1000 or more employees per establishment,FALSE,192,3587672287,311736,46034.8
US,10128767,145906375,312,Beverage and tobacco product manufacturing,Fewer than 5 employees per establishment,FALSE,5067,105732165,9030,46837.68
US,10128767,145906375,312,Beverage and tobacco product manufacturing,5 to 9 employees per establishment,FALSE,2660,128246841,17733,28927.86
US,10128767,145906375,312,Beverage and tobacco product manufacturing,10 to 19 employees per establishment,FALSE,2268,239933265,29981,32011.73
US,10128767,145906375,312,Beverage and tobacco product manufacturing,20 to 49 employees per establishment,FALSE,1581,477476599,46493,41079.44
US,10128767,145906375,312,Beverage and tobacco product manufacturing,50 to 99 employees per establishment,FALSE,553,484873007,37851,51239.73
US,10128767,145906375,312,Beverage and tobacco product manufacturing,100 to 249 employees per establishment,FALSE,329,803191611,50648,63432.82
US,10128767,145906375,312,Beverage and tobacco product manufacturing,250 to 499 employees per establishment,FALSE,122,726239890,41687,69685.58
US,10128767,145906375,312,Beverage and tobacco product manufacturing,500 to 999 employees per establishment,FALSE,49,611278055,30797,79393.63
US,10128767,145906375,312,Beverage and tobacco product manufacturing,1000 or more employees per establishment,FALSE,4,213123906,6867,124137.8
US,10128767,145906375,313,Textile mills,Fewer than 5 employees per establishment,FALSE,1081,27514403,1761,62509.06
US,10128767,145906375,313,Textile mills,5 to 9 employees per establishment,FALSE,315,27131825,2111,51418.49
US,10128767,145906375,313,Textile mills,10 to 19 employees per establishment,FALSE,299,49456223,4203,47067.55
US,10128767,145906375,313,Textile mills,20 to 49 employees per establishment,FALSE,399,146942686,12678,46360.25
US,10128767,145906375,313,Textile mills,50 to 99 employees per establishment,FALSE,245,215555691,17254,49973.31
US,10128767,145906375,313,Textile mills,100 to 249 employees per establishment,FALSE,229,436959727,35628,49058.01
US,10128767,145906375,313,Textile mills,250 to 499 employees per establishment,FALSE,68,273606817,23087,47404.48
US,10128767,145906375,313,Textile mills,500 to 999 employees per establishment,FALSE,10,83516556,7266,45978.74
US,10128767,145906375,313,Textile mills,1000 or more employees per establishment,FALSE,4,60732458,5709,42552.08
US,10128767,145906375,314,Textile product mills,Fewer than 5 employees per establishment,TRUE,3416,,,
US,10128767,145906375,314,Textile product mills,5 to 9 employees per establishment,FALSE,1181,65290837,7698,33924.66
US,10128767,145906375,314,Textile product mills,10 to 19 employees per establishment,FALSE,784,100906239,10680,37792.6
US,10128767,145906375,314,Textile product mills,20 to 49 employees per establishment,FALSE,642,191742348,19493,39346.56
US,10128767,145906375,314,Textile product mills,50 to 99 employees per establishment,FALSE,208,148931007,14252,41799.33
US,10128767,145906375,314,Textile product mills,100 to 249 employees per establishment,FALSE,178,302770728,26990,44871.54
US,10128767,145906375,314,Textile product mills,250 to 499 employees per establishment,FALSE,52,206894842,17684,46799.08
US,10128767,145906375,314,Textile product mills,500 to 999 employees per establishment,FALSE,13,104129908,7817,53283.82
US,10128767,145906375,314,Textile product mills,1000 or more employees per establishment,TRUE,2,,,
US,10128767,145906375,315,Apparel manufacturing,Fewer than 5 employees per establishment,FALSE,3579,52468420,5826,36023.63
US,10128767,145906375,315,Apparel manufacturing,5 to 9 employees per establishment,FALSE,1112,52316600,7278,28754.6
US,10128767,145906375,315,Apparel manufacturing,10 to 19 employees per establishment,FALSE,834,89175974,11026,32351.16
US,10128767,145906375,315,Apparel manufacturing,20 to 49 employees per establishment,FALSE,678,204216600,20437,39969.98
US,10128767,145906375,315,Apparel manufacturing,50 to 99 employees per establishment,FALSE,215,170942256,15036,45476.47
US,10128767,145906375,315,Apparel manufacturing,100 to 249 employees per establishment,FALSE,165,291710876,25550,45669.02
US,10128767,145906375,315,Apparel manufacturing,250 to 499 employees per establishment,FALSE,53,222678520,17923,49696.71
US,10128767,145906375,315,Apparel manufacturing,500 to 999 employees per establishment,FALSE,11,114487005,6843,66925.37
US,10128767,145906375,316,Leather and allied product manufacturing,Fewer than 5 employees per establishment,TRUE,736,,,
US,10128767,145906375,316,Leather and allied product manufacturing,5 to 9 employees per establishment,FALSE,227,12763048,1452,35159.91
US,10128767,145906375,316,Leather and allied product manufacturing,10 to 19 employees per establishment,FALSE,145,20556997,1989,41341.37
US,10128767,145906375,316,Leather and allied product manufacturing,20 to 49 employees per establishment,FALSE,153,44646715,4580,38992.76
US,10128767,145906375,316,Leather and allied product manufacturing,50 to 99 employees per establishment,FALSE,45,42132288,3255,51775.47
US,10128767,145906375,316,Leather and allied product manufacturing,100 to 249 employees per establishment,FALSE,42,78464304,6507,48236.25
US,10128767,145906375,316,Leather and allied product manufacturing,250 to 499 employees per establishment,FALSE,13,47917374,4467,42911.08
US,10128767,145906375,316,Leather and allied product manufacturing,500 to 999 employees per establishment,FALSE,4,45347663,3046,59550.44
US,10128767,145906375,316,Leather and allied product manufacturing,1000 or more employees per establishment,TRUE,1,,,
US,10128767,145906375,321,Wood product manufacturing,Fewer than 5 employees per establishment,FALSE,5488,104588526,9984,41901.06
US,10128767,145906375,321,Wood product manufacturing,5 to 9 employees per establishment,FALSE,2396,147596090,16230,36375.37
US,10128767,145906375,321,Wood product manufacturing,10 to 19 employees per establishment,FALSE,2472,322966018,33929,38075.51
US,10128767,145906375,321,Wood product manufacturing,20 to 49 employees per establishment,FALSE,2506,796982825,77868,40940.02
US,10128767,145906375,321,Wood product manufacturing,50 to 99 employees per establishment,FALSE,1025,830647114,71156,46694.21
