area_fips,area_title,total_businesses,total_employees,industry_code,industry_title,disclosure_warning,businesses,total_qtrly_wages,employees,avg_annual_wage
01000,Alabama,127988,1967752,812,Personal and laundry services,TRUE,2344,105004741,15097,27820.74
01000,Alabama,127988,1967752,813,Membership associations and organizations,TRUE,1279,80371063,7795,41244.13
01000,Alabama,127988,1967752,814,Private households,FALSE,3088,14882054,3419,17411
01000,Alabama,127988,1967752,921,"Executive, legislative and general government",FALSE,568,662511173,60211,44012.88
01000,Alabama,127988,1967752,922,"Justice, public order, and safety activities",FALSE,418,170843114,13445,50826
01000,Alabama,127988,1967752,923,Administration of human resource programs,TRUE,300,158105931,13532,46734.27
01000,Alabama,127988,1967752,924,Administration of environmental programs,FALSE,344,31022692,2837,43745.28
01000,Alabama,127988,1967752,925,Community and housing program administration,FALSE,30,10803097,1314,32877.8
01000,Alabama,127988,1967752,926,Administration of economic programs,FALSE,339,92292010,7807,47286.8
01000,Alabama,127988,1967752,927,Space research and technology,FALSE,7,72334258,2289,126384.84
01000,Alabama,127988,1967752,928,National security and international affairs,TRUE,59,523069109,21564,97027.86
02000,Alaska,21777,309632,111,Crop production,FALSE,84,3774233,569,26516.86
02000,Alaska,21777,309632,112,Animal production and aquaculture,FALSE,40,2693651,269,40103.99
02000,Alaska,21777,309632,113,Forestry and logging,FALSE,23,2241568,149,60176.32
02000,Alaska,21777,309632,114,"Fishing, hunting and trapping",FALSE,103,2848521,89,127545.72
02000,Alaska,21777,309632,115,Agriculture and forestry support activities,FALSE,17,286136,51,22296.31
02000,Alaska,21777,309632,211,Oil and gas extraction,FALSE,30,297225944,3541,335722.08
02000,Alaska,21777,309632,212,"Mining, except oil and gas",FALSE,84,80901883,2657,121794.33
02000,Alaska,21777,309632,213,Support activities for mining,FALSE,132,176387036,6531,108036.16
02000,Alaska,21777,309632,221,Utilities,FALSE,116,50473906,2206,91521.14
02000,Alaska,21777,309632,236,Construction of buildings,FALSE,759,76875885,4323,71137.46
02000,Alaska,21777,309632,237,Heavy and civil engineering construction,FALSE,355,82985113,3321,99961.99
02000,Alaska,21777,309632,238,Specialty trade contractors,TRUE,1343,96210847,6233,61739.58
02000,Alaska,21777,309632,311,Food manufacturing,FALSE,195,98293963,7850,50088.22
02000,Alaska,21777,309632,312,Beverage and tobacco product manufacturing,FALSE,52,3957114,486,32568.84
02000,Alaska,21777,309632,313,Textile mills,TRUE,1,,,
02000,Alaska,21777,309632,314,Textile product mills,FALSE,10,353085,50,28436.38
02000,Alaska,21777,309632,315,Apparel manufacturing,FALSE,6,11413,5,9130.4
02000,Alaska,21777,309632,316,Leather and allied product manufacturing,TRUE,3,,,
02000,Alaska,21777,309632,321,Wood product manufacturing,FALSE,32,2988550,237,50510.7
02000,Alaska,21777,309632,322,Paper manufacturing,TRUE,1,,,
02000,Alaska,21777,309632,323,Printing and related support activities,FALSE,45,2746710,307,35826.65
02000,Alaska,21777,309632,324,Petroleum and coal products manufacturing,FALSE,7,11335341,292,155456.11
02000,Alaska,21777,309632,325,Chemical manufacturing,FALSE,16,737178,66,44677.45
02000,Alaska,21777,309632,326,Plastics and rubber products manufacturing,TRUE,7,,,
02000,Alaska,21777,309632,327,Nonmetallic mineral product manufacturing,FALSE,25,2296257,186,49470.53
02000,Alaska,21777,309632,331,Primary metal manufacturing,FALSE,4,93324,10,36125.42
02000,Alaska,21777,309632,332,Fabricated metal product manufacturing,FALSE,52,5784096,382,60566.45
02000,Alaska,21777,309632,333,Machinery manufacturing,FALSE,10,1370513,81,67402.28
02000,Alaska,21777,309632,334,Computer and electronic product manufacturing,FALSE,12,2479001,122,81501.4
02000,Alaska,21777,309632,335,Electrical equipment and appliance mfg.,FALSE,3,153374,12,52585.37
02000,Alaska,21777,309632,336,Transportation equipment manufacturing,FALSE,39,7775774,575,54123.72
02000,Alaska,21777,309632,337,Furniture and related product manufacturing,TRUE,17,,,
02000,Alaska,21777,309632,339,Miscellaneous manufacturing,FALSE,43,1924736,173,44502.57
02000,Alaska,21777,309632,423,"Merchant wholesalers, durable goods",FALSE,378,48723679,2813,69275.37
02000,Alaska,21777,309632,424,"Merchant wholesalers, nondurable goods",FALSE,227,45985958,3474,52953.79
02000,Alaska,21777,309632,425,Electronic markets and agents and brokers,FALSE,83,3754035,249,60386.62
02000,Alaska,21777,309632,441,Motor vehicle and parts dealers,FALSE,238,45221349,3880,46615.94
02000,Alaska,21777,309632,442,Furniture and home furnishings stores,FALSE,100,6380222,799,31941.04
02000,Alaska,21777,309632,443,Electronics and appliance stores,FALSE,70,6101336,607,40206.5
02000,Alaska,21777,309632,444,Building material and garden supply stores,FALSE,152,35049313,3342,41945.92
02000,Alaska,21777,309632,445,Food and beverage stores,FALSE,293,38635465,5404,28595.92
02000,Alaska,21777,309632,446,Health and personal care stores,FALSE,134,9758410,1083,36053.24
02000,Alaska,21777,309632,447,Gasoline stations,FALSE,160,11653983,1746,26698.7
02000,Alaska,21777,309632,448,Clothing and clothing accessories stores,FALSE,233,8319835,1671,19919.8
02000,Alaska,21777,309632,451,"Sports, hobby, music instrument, book stores",FALSE,190,9495220,1934,19635.13
02000,Alaska,21777,309632,452,General merchandise stores,TRUE,198,76601584,10767,28458.79
02000,Alaska,21777,309632,453,Miscellaneous store retailers,FALSE,416,16811511,2555,26322.83
02000,Alaska,21777,309632,454,Nonstore retailers,TRUE,120,18755119,1216,61694.47
02000,Alaska,21777,309632,481,Air transportation,FALSE,204,97531551,5768,67632.4
02000,Alaska,21777,309632,482,Rail transportation,TRUE,1,,,
02000,Alaska,21777,309632,483,Water transportation,FALSE,170,22466581,1053,85316.13
02000,Alaska,21777,309632,484,Truck transportation,FALSE,201,33325508,2454,54320.31
02000,Alaska,21777,309632,485,Transit and ground passenger transportation,TRUE,77,11722567,1582,29639.87
02000,Alaska,21777,309632,486,Pipeline transportation,TRUE,6,,,
02000,Alaska,21777,309632,487,Scenic and sightseeing transportation,FALSE,177,7685331,708,43419.95
02000,Alaska,21777,309632,488,Support activities for transportation,FALSE,218,36807245,2590,56852.48
02000,Alaska,21777,309632,491,Postal service,TRUE,219,22901340,1418,64586.62
02000,Alaska,21777,309632,492,Couriers and messengers,FALSE,58,72430528,2463,117629.77
02000,Alaska,21777,309632,493,Warehousing and storage,FALSE,33,6643301,456,58317.2
02000,Alaska,21777,309632,511,"Publishing industries, except internet",FALSE,55,4037235,393,41126.33
02000,Alaska,21777,309632,512,Motion picture and sound recording industries,FALSE,38,2187006,456,19170.25
02000,Alaska,21777,309632,515,"Broadcasting, except internet",FALSE,54,8726713,683,51108.13
02000,Alaska,21777,309632,517,Telecommunications,FALSE,156,74932566,3722,80536.57
02000,Alaska,21777,309632,518,"Data processing, hosting and related services",FALSE,32,1316295,75,70202.4
02000,Alaska,21777,309632,519,Other information services,TRUE,35,1418987,96,59124.46
02000,Alaska,21777,309632,522,Credit intermediation and related activities,TRUE,325,79027866,4643,68088.34
02000,Alaska,21777,309632,523,"Securities, commodity contracts, investments",TRUE,99,,,
02000,Alaska,21777,309632,524,Insurance carriers and related activities,FALSE,289,29497913,1607,73438.79
02000,Alaska,21777,309632,525,"Funds, trusts, and other financial vehicles",TRUE,11,,,
02000,Alaska,21777,309632,531,Real estate,TRUE,550,31559481,2870,43985.34
02000,Alaska,21777,309632,532,Rental and leasing services,TRUE,139,,,
02000,Alaska,21777,309632,533,Lessors of nonfinancial intangible assets,TRUE,5,,,
02000,Alaska,21777,309632,541,Professional and technical services,TRUE,2145,243692364,13679,71258.55
02000,Alaska,21777,309632,551,Management of companies and enterprises,FALSE,155,75581424,2745,110123.49
02000,Alaska,21777,309632,561,Administrative and support services,TRUE,990,102340777,9257,44222.01
02000,Alaska,21777,309632,562,Waste management and remediation services,FALSE,174,26490900,1464,72379.51
02000,Alaska,21777,309632,611,Educational services,FALSE,551,364990622,31737,46001.42
02000,Alaska,21777,309632,621,Ambulatory health care services,FALSE,1434,310232331,20956,59215
02000,Alaska,21777,309632,622,Hospitals,FALSE,34,268031833,15193,70565.64
02000,Alaska,21777,309632,623,Nursing and residential care facilities,FALSE,261,30568006,3906,31306.31
02000,Alaska,21777,309632,624,Social assistance,FALSE,512,73522311,9489,30992.65
02000,Alaska,21777,309632,711,Performing arts and spectator sports,FALSE,92,3388148,706,19196.31
02000,Alaska,21777,309632,712,"Museums, historical sites, zoos, and parks",FALSE,65,14641198,865,67678.88
02000,Alaska,21777,309632,713,"Amusements, gambling, and recreation",TRUE,471,15225017,3341,18226.28
02000,Alaska,21777,309632,721,Accommodation,FALSE,596,50447554,6833,29533.16
02000,Alaska,21777,309632,722,Food services and drinking places,FALSE,1463,109610169,20265,21635.72
02000,Alaska,21777,309632,811,Repair and maintenance,FALSE,486,31870520,2655,48021.88
02000,Alaska,21777,309632,812,Personal and laundry services,FALSE,323,12923144,2030,25468.51
02000,Alaska,21777,309632,813,Membership associations and organizations,TRUE,687,52536093,4782,43941.81
02000,Alaska,21777,309632,814,Private households,FALSE,156,1062408,170,24997.84
02000,Alaska,21777,309632,921,"Executive, legislative and general government",FALSE,489,229981170,17199,53488.14
02000,Alaska,21777,309632,922,"Justice, public order, and safety activities",FALSE,260,70192861,4204,66781.44
02000,Alaska,21777,309632,923,Administration of human resource programs,TRUE,100,72553494,4950,58625.14
02000,Alaska,21777,309632,924,Administration of environmental programs,TRUE,213,75210405,4080,73741.72
02000,Alaska,21777,309632,925,Community and housing program administration,TRUE,5,3134729,107,117552.34
02000,Alaska,21777,309632,926,Administration of economic programs,FALSE,190,95228264,5093,74791.49
02000,Alaska,21777,309632,928,National security and international affairs,FALSE,33,83704668,4280,78222.57
02000,Alaska,21777,309632,999,Unclassified,FALSE,82,816001,70,46407.64
04000,Arizona,163374,2889671,111,Crop production,FALSE,460,82078620,8912,36840.97
04000,Arizona,163374,2889671,112,Animal production and aquaculture,TRUE,224,42926862,4594,37373.75
04000,Arizona,163374,2889671,113,Forestry and logging,TRUE,18,,,
04000,Arizona,163374,2889671,114,"Fishing, hunting and trapping",TRUE,5,,,
04000,Arizona,163374,2889671,115,Agriculture and forestry support activities,TRUE,417,135860414,17385,31259.23
04000,Arizona,163374,2889671,211,Oil and gas extraction,FALSE,14,902714,73,49463.78
04000,Arizona,163374,2889671,212,"Mining, except oil and gas",TRUE,135,305902566,12502,97875.77
04000,Arizona,163374,2889671,213,Support activities for mining,FALSE,95,15284420,659,92726.51
04000,Arizona,163374,2889671,221,Utilities,FALSE,441,652430409,22701,114962.33
04000,Arizona,163374,2889671,236,Construction of buildings,TRUE,3839,613434329,33418,73424.89
04000,Arizona,163374,2889671,237,Heavy and civil engineering construction,FALSE,872,351293134,21928,64080.23
04000,Arizona,163374,2889671,238,Specialty trade contractors,TRUE,8957,1422424680,112350,50642.77
04000,Arizona,163374,2889671,311,Food manufacturing,FALSE,295,171049469,15862,43134.4
04000,Arizona,163374,2889671,312,Beverage and tobacco product manufacturing,FALSE,141,56521597,4525,49960.16
04000,Arizona,163374,2889671,313,Textile mills,FALSE,17,3411592,180,75813.16
04000,Arizona,163374,2889671,314,Textile product mills,FALSE,81,6160709,689,35748.79
04000,Arizona,163374,2889671,315,Apparel manufacturing,FALSE,29,3066335,443,27687
04000,Arizona,163374,2889671,316,Leather and allied product manufacturing,FALSE,15,2379679,257,36989.83
04000,Arizona,163374,2889671,321,Wood product manufacturing,TRUE,179,46435449,4534,40969.44
04000,Arizona,163374,2889671,322,Paper manufacturing,FALSE,43,29982925,2169,55293.55
04000,Arizona,163374,2889671,323,Printing and related support activities,FALSE,496,74563534,6164,48389.08
04000,Arizona,163374,2889671,324,Petroleum and coal products manufacturing,FALSE,20,3014039,195,61720.94
04000,Arizona,163374,2889671,325,Chemical manufacturing,FALSE,265,120079587,7779,61748.16
04000,Arizona,163374,2889671,326,Plastics and rubber products manufacturing,FALSE,167,69526521,5555,50067.11
04000,Arizona,163374,2889671,327,Nonmetallic mineral product manufacturing,TRUE,291,102529611,7031,58332.8
04000,Arizona,163374,2889671,331,Primary metal manufacturing,FALSE,71,68576126,3954,69373.93
04000,Arizona,163374,2889671,332,Fabricated metal product manufacturing,FALSE,925,331105634,20439,64798.79
04000,Arizona,163374,2889671,333,Machinery manufacturing,FALSE,361,166312719,7692,86489.82
04000,Arizona,163374,2889671,334,Computer and electronic product manufacturing,FALSE,477,1195746791,32255,148288.22
04000,Arizona,163374,2889671,335,Electrical equipment and appliance mfg.,FALSE,127,56384313,3219,70064.38
04000,Arizona,163374,2889671,336,Transportation equipment manufacturing,FALSE,284,1033782157,34235,120786.58
04000,Arizona,163374,2889671,337,Furniture and related product manufacturing,FALSE,313,61823485,6215,39787.72
04000,Arizona,163374,2889671,339,Miscellaneous manufacturing,FALSE,555,192494143,12192,63154.25
04000,Arizona,163374,2889671,423,"Merchant wholesalers, durable goods",TRUE,7238,1267438620,56887,89119.74
04000,Arizona,163374,2889671,424,"Merchant wholesalers, nondurable goods",FALSE,3401,650004017,34239,75936.53
04000,Arizona,163374,2889671,425,Electronic markets and agents and brokers,TRUE,2360,164184551,6659,98619.21
04000,Arizona,163374,2889671,441,Motor vehicle and parts dealers,FALSE,1955,622269269,48156,51687.79
04000,Arizona,163374,2889671,442,Furniture and home furnishings stores,FALSE,828,92048036,10160,36238.2
04000,Arizona,163374,2889671,443,Electronics and appliance stores,FALSE,570,126509896,9997,50619.14
04000,Arizona,163374,2889671,444,Building material and garden supply stores,TRUE,899,230283639,26462,34810.15
04000,Arizona,163374,2889671,445,Food and beverage stores,TRUE,1568,427021878,59530,28692.89
04000,Arizona,163374,2889671,446,Health and personal care stores,FALSE,1834,218117125,19648,44404.95
04000,Arizona,163374,2889671,447,Gasoline stations,TRUE,1389,121136901,17199,28173.01
04000,Arizona,163374,2889671,448,Clothing and clothing accessories stores,TRUE,1771,107100533,20760,20635.61
04000,Arizona,163374,2889671,451,"Sports, hobby, music instrument, book stores",FALSE,802,62047385,11415,21741.77
04000,Arizona,163374,2889671,452,General merchandise stores,FALSE,1012,436411588,64981,26864.09
04000,Arizona,163374,2889671,453,Miscellaneous store retailers,FALSE,2095,156709511,21474,29191.01
04000,Arizona,163374,2889671,454,Nonstore retailers,FALSE,1372,234281930,16317,57432.6
04000,Arizona,163374,2889671,481,Air transportation,FALSE,117,302597640,14309,84591.43
04000,Arizona,163374,2889671,482,Rail transportation,TRUE,1,,,
04000,Arizona,163374,2889671,484,Truck transportation,FALSE,1739,288047776,23278,49497.71
04000,Arizona,163374,2889671,485,Transit and ground passenger transportation,FALSE,285,100512865,10503,38278.46
04000,Arizona,163374,2889671,486,Pipeline transportation,TRUE,23,14079400,523,107750.51
04000,Arizona,163374,2889671,487,Scenic and sightseeing transportation,FALSE,42,4533537,646,28085.93
04000,Arizona,163374,2889671,488,Support activities for transportation,FALSE,944,213907899,15036,56906.79
04000,Arizona,163374,2889671,491,Postal service,TRUE,296,136309550,9529,57216.83
04000,Arizona,163374,2889671,492,Couriers and messengers,FALSE,333,141020768,13612,41439.12
04000,Arizona,163374,2889671,493,Warehousing and storage,TRUE,261,252825577,25433,39763.39
04000,Arizona,163374,2889671,511,"Publishing industries, except internet",TRUE,1325,206682451,8695,95077.41
04000,Arizona,163374,2889671,512,Motion picture and sound recording industries,FALSE,383,34654099,6958,19922.83
04000,Arizona,163374,2889671,515,"Broadcasting, except internet",TRUE,158,87531731,3850,90942.06
04000,Arizona,163374,2889671,517,Telecommunications,TRUE,735,342402550,15714,87156.75
04000,Arizona,163374,2889671,518,"Data processing, hosting and related services",FALSE,602,281774786,9798,115037.51
04000,Arizona,163374,2889671,519,Other information services,FALSE,429,76559467,4901,62484.77
04000,Arizona,163374,2889671,521,Monetary authorities - central bank,TRUE,5,,,
04000,Arizona,163374,2889671,522,Credit intermediation and related activities,TRUE,3231,1997242019,87821,90968.42
04000,Arizona,163374,2889671,523,"Securities, commodity contracts, investments",FALSE,2135,645642332,21103,122379.25
04000,Arizona,163374,2889671,524,Insurance carriers and related activities,TRUE,4263,1127386812,54363,82952.51
04000,Arizona,163374,2889671,525,"Funds, trusts, and other financial vehicles",TRUE,90,,,
04000,Arizona,163374,2889671,531,Real estate,TRUE,8458,576834561,38876,59351.73
04000,Arizona,163374,2889671,532,Rental and leasing services,TRUE,873,207945927,15908,52288.23
04000,Arizona,163374,2889671,533,Lessors of nonfinancial intangible assets,FALSE,104,18430410,820,89904.44
04000,Arizona,163374,2889671,541,Professional and technical services,TRUE,26378,3105592750,157704,78770.34
04000,Arizona,163374,2889671,551,Management of companies and enterprises,FALSE,1154,889336805,30301,117401.62
04000,Arizona,163374,2889671,561,Administrative and support services,TRUE,10615,2519162184,244172,41268.65
04000,Arizona,163374,2889671,562,Waste management and remediation services,FALSE,523,113795271,8440,53933.54
04000,Arizona,163374,2889671,611,Educational services,FALSE,3113,2656711638,244187,43519.36
04000,Arizona,163374,2889671,621,Ambulatory health care services,TRUE,12681,2638777313,170560,61884.9
04000,Arizona,163374,2889671,622,Hospitals,FALSE,249,1948021932,112862,69040.64
04000,Arizona,163374,2889671,623,Nursing and residential care facilities,FALSE,1493,475834605,58107,32755.94
04000,Arizona,163374,2889671,624,Social assistance,TRUE,2744,399515533,62788,25451.58
04000,Arizona,163374,2889671,711,Performing arts and spectator sports,TRUE,853,217410507,10996,79087.13
04000,Arizona,163374,2889671,712,"Museums, historical sites, zoos, and parks",TRUE,121,40858472,3948,41396.63
04000,Arizona,163374,2889671,713,"Amusements, gambling, and recreation",FALSE,1353,296079480,45612,25965.24
04000,Arizona,163374,2889671,721,Accommodation,TRUE,1346,374134505,45754,32708.35
04000,Arizona,163374,2889671,722,Food services and drinking places,TRUE,10680,1275428277,240092,21248.96
04000,Arizona,163374,2889671,811,Repair and maintenance,FALSE,3829,299985470,26417,45422.52
04000,Arizona,163374,2889671,812,Personal and laundry services,TRUE,3347,200306382,26494,30241.77
04000,Arizona,163374,2889671,813,Membership associations and organizations,TRUE,1690,230242573,21349,43139.48
04000,Arizona,163374,2889671,814,Private households,FALSE,1862,14524616,2165,26835.32
04000,Arizona,163374,2889671,921,"Executive, legislative and general government",FALSE,398,774486940,59043,52469.65
04000,Arizona,163374,2889671,922,"Justice, public order, and safety activities",FALSE,379,893296757,47995,74449.15
04000,Arizona,163374,2889671,923,Administration of human resource programs,FALSE,103,143579115,8870,64745.76
04000,Arizona,163374,2889671,924,Administration of environmental programs,FALSE,123,67856829,4580,59263.61
04000,Arizona,163374,2889671,925,Community and housing program administration,TRUE,30,13237047,848,62414.37
04000,Arizona,163374,2889671,926,Administration of economic programs,FALSE,196,240849604,17888,53857.25
04000,Arizona,163374,2889671,928,National security and international affairs,TRUE,36,162891227,8483,76805.29
04000,Arizona,163374,2889671,999,Unclassified,FALSE,1523,15597785,1023,60968.54
05000,Arkansas,91253,1213386,111,Crop production,FALSE,962,28041616,3735,30033.86
05000,Arkansas,91253,1213386,112,Animal production and aquaculture,FALSE,338,37134672,3213,46235.33
05000,Arkansas,91253,1213386,113,Forestry and logging,TRUE,406,24706446,2224,44436.05
05000,Arkansas,91253,1213386,114,"Fishing, hunting and trapping",FALSE,5,115752,14,33072
05000,Arkansas,91253,1213386,115,Agriculture and forestry support activities,TRUE,417,28801922,2882,39970.29
05000,Arkansas,91253,1213386,211,Oil and gas extraction,FALSE,75,14685540,686,85588.38
05000,Arkansas,91253,1213386,212,"Mining, except oil and gas",FALSE,108,25356559,1706,59464.28
05000,Arkansas,91253,1213386,213,Support activities for mining,FALSE,244,24829585,1326,74881.88
